ngram,COMP,NEG,NEUT,POS
ㄴ/JX 수퍼/NNG,0,0,0,1
ㄴ/JX 수퍼/NNG 초/XPN,0,0,0,1
ㄴ/JX 않/VX,0,0,0,2
ㄴ/JX 않/VX 았/EP,0,0,0,1
ㄴ/JX 않/VX 을까/EF,0,0,0,1
ㄴ/JX 어디/NP,0,0,0,1
ㄴ/JX 어디/NP 에/JKB,0,0,0,1
ㄴ/JX 이제/MAG,0,0,0,1
ㄴ/JX 이제/MAG 아무/MM,0,0,0,1
ㄴ/JX 입술/NNG,0,0,0,1
ㄴ/JX 입술/NNG 이/JKS,0,0,0,1
ㄴ/JX 절대/MAG,0,0,0,1
ㄴ/JX 절대/MAG 없/VA,0,0,0,1
ㄴ/JX 젊/VA,0,0,0,1
ㄴ/JX 젊/VA 은/ETM,0,0,0,1
ㄴ/JX 진정/MAG,0,0,0,1
ㄴ/JX 진정/MAG 나/NP,0,0,0,1
ㄴ/JX 하/VX,0,0,0,2
ㄴ/JX 하/VX ㄴ데/EC,0,0,0,1
ㄴ가/EC,0,1,0,5
ㄴ가/EC 거리/NNG,0,0,0,1
ㄴ가/EC 거리/NNG 를/JKO,0,0,0,1
ㄴ가/EC 하/VV,0,1,0,1
ㄴ가/EC 하/VV 는/ETM,0,1,0,0
ㄴ가/EC 하/VV 면/EC,0,0,0,1
ㄴ가/EF,0,2,0,7
ㄴ다*/EF,0,0,0,1
ㄴ다/EC,0,0,0,5
ㄴ다/EC 는/ETM,0,0,0,1
ㄴ다/EC 는/ETM 것/NNB,0,0,0,1
ㄴ다/EC 든지/EC,0,0,0,1
ㄴ다/EC 든지/EC 머리/NNG,0,0,0,1
ㄴ다/EF,0,1,0,16
ㄴ다고/EC,0,1,0,7
ㄴ다고/EC 생각/NNG,0,0,0,1
ㄴ다고/EC 생각/NNG 하/XSV,0,0,0,1
ㄴ다고/EC 용인/NNG,0,1,0,0
ㄴ다고/EC 용인/NNG 되/XSV,0,1,0,0
ㄴ다고/EC 주장/NNG,0,0,0,1
ㄴ다고/EC 주장/NNG 하/XSV,0,0,0,1
ㄴ다고/EC 지적/NNG,0,0,0,3
ㄴ다고/EC 지적/NNG 하/XSV,0,0,0,2
ㄴ다고/EC 하/VV,0,0,0,1
ㄴ다고/EC 하/VV 아서/EC,0,0,0,1
ㄴ다는/ETM,0,1,0,8
ㄴ다는/ETM 것/NNB,0,0,0,4
ㄴ다는/ETM 것/NNB 을/JKO,0,0,0,1
ㄴ다는/ETM 것/NNB 이/JKS,0,0,0,1
ㄴ다는/ETM 것/NNB 이/VCP,0,0,0,2
ㄴ다는/ETM 결론/NNG,0,0,0,1
ㄴ다는/ETM 깨닫/VV,0,0,0,1
ㄴ다는/ETM 깨닫/VV 으면/EC,0,0,0,1
ㄴ다는/ETM 느낌/NNG,0,0,0,1
ㄴ다는/ETM 느낌/NNG 은/JX,0,0,0,1
ㄴ다는/ETM 불안감/NNG,0,1,0,0
ㄴ다는/ETM 불안감/NNG 때문/NNB,0,1,0,0
ㄴ다며/EC,0,0,0,1
ㄴ다면/EC,0,0,0,1
ㄴ다면/EF,0,0,0,1
ㄴ다지만/EC,0,0,0,1
ㄴ답니다/EF,0,0,0,1
ㄴ데/EC,0,0,0,3
ㄴ데/EC 도/JX,0,0,0,1
ㄴ데/EF,0,0,0,1
ㄴ들/EC,0,0,0,1
ㄴ들/EC 뚫/VV,0,0,0,1
ㄴ들/EC 뚫/VV 고/EC,0,0,0,1
ㄴ듯/EC,0,0,0,2
ㄴ듯/EC 기/NNG,0,0,0,1
ㄴ듯/EC 기/NNG 가/JKS,0,0,0,1
ㄴ듯/EC 하/VX,0,0,0,1
ㄴ지/EC,0,0,1,5
ㄴ지/EC 도/JX,0,0,0,1
ㄴ지/EC 도/JX 모르/VV,0,0,0,1
ㄴ지/EC 알/VV,0,0,0,1
ㄴ지/EC 알/VV 시/EP,0,0,0,1
ㄴ지/EC 이해/NNG,0,0,0,1
ㄴ지/EC 이해/NNG 는/JX,0,0,0,1
나*/NP,0,0,0,1
나*/NP 는/JX,0,0,0,1
나*/NP 는/JX 내/NP,0,0,0,1
나/EC,0,2,0,1
나/EC 고민/NNG,0,1,0,0
나/EC 고민/NNG 하/XSV,0,1,0,0
나/JC,0,0,0,4
나/JC 고액/NNG,0,0,0,1
나/JC 고액/NNG 과외/NNG,0,0,0,1
나/JC 석가모니/NNP,0,0,0,1
나/JC 석가모니/NNP 는/JX,0,0,0,1
나/JC 제도/NNG,0,0,0,1
나/JX,0,1,0,6
나/JX 차이/NNG,0,1,0,0
나/JX 차이/NNG 가/JKS,0,1,0,0
나/JX 하/VV,0,0,0,2
나/JX 하/VV 는/ETM,0,0,0,1
나/JX 하/VV ㄹ/ETM,0,0,0,1
나/NNP,0,0,0,1
나/NNP 는/JX,0,0,0,1
나/NNP 는/JX 어디/NP,0,0,0,1
나/NP,0,2,0,18
나/NP ㄴ/JX,0,0,0,3
나/NP ㄴ/JX 더/MAG,0,0,0,1
나/NP ㄴ/JX 수퍼/NNG,0,0,0,1
나/NP ㄴ/JX 이제/MAG,0,0,0,1
나/NP 는/JX,0,0,0,7
나/NP 는/JX 그/NP,0,0,0,1
나/NP 는/JX 남산/NNP,0,0,0,1
나/NP 는/JX 비슷/XR,0,0,0,1
나/NP 는/JX 살림/NNG,0,0,0,1
나/NP 는/JX 이/MM,0,0,0,1
나/NP 는/JX 자라/VV,0,0,0,1
나/NP 는/JX 한문학/NNG,0,0,0,1
나/NP 들/XSN,0,0,0,1
나/NP 를/JKO,0,1,0,1
나/NP 를/JKO 다/MAG,0,0,0,1
나/NP 를/JKO 옹호/NNG,0,1,0,0
나/NP 에게/JKB,0,0,0,1
나/NP 에게/JKB 현실/NNG,0,0,0,1
나/NP 의/JKG,0,1,0,5
나/NP 의/JKG 결심/NNG,0,0,0,1
나/NP 의/JKG 껍질/NNG,0,1,0,0
나/NP 의/JKG 마음/NNG,0,0,0,1
나/NP 의/JKG 손/NNG,0,0,0,1
나/NP 의/JKG 피/NNG,0,0,0,1
나/NP 의/JKG 형제/NNG,0,0,0,1
나/VV,0,3,0,11
나/VV 게/EC,0,0,0,1
나/VV 기/ETN,0,0,0,1
나/VV 기/ETN 도/JX,0,0,0,1
나/VV ㄴ/ETM,0,0,0,1
나/VV ㄴ/ETM 것/NNB,0,0,0,1
나/VX,0,0,0,1
나/VX 니까/EC,0,0,0,1
나/VX 니까/EC 오히려/MAG,0,0,0,1
나가/VV,0,0,0,4
나가/VV 고/EC,0,0,0,1
나가/VV 는/ETM,0,0,0,1
나가/VV 는/ETM 것/NNB,0,0,0,1
나가/VV ㄹ게요/EF,0,0,0,1
나가/VV 지/EC,0,0,0,1
나가/VV 지/EC 못하/VX,0,0,0,1
나가/VX,0,0,0,1
나가/VX 는/ETM,0,0,0,1
나가/VX 는/ETM 그림/NNG,0,0,0,1
나귀/NNG,0,1,0,0
나귀/NNG 도/JX,0,1,0,0
나귀/NNG 도/JX 성지/NNG,0,1,0,0
나누/VV,0,0,0,3
나누/VV 어/EC,0,0,0,1
나누/VV 어/EC 오/VX,0,0,0,1
나돌/VV,0,1,0,0
나라/NNG,0,1,0,3
나라/NNG 를/JKO,0,1,0,0
나라/NNG 를/JKO 들썩거리/VV,0,1,0,0
나라/NNG 의/JKG,0,0,0,2
나라/NNG 의/JKG 시간/NNG,0,0,0,1
나라/NNG 의/JKG 자동차/NNG,0,0,0,1
나라/NNG 체면/NNG,0,0,0,1
나름/NNB,0,0,0,3
나름/NNB 대로/JX,0,0,0,3
나름/NNB 대로/JX 개성/NNG,0,0,0,1
나름/NNB 대로/JX 정리/NNG,0,0,0,1
나름/NNB 대로/JX 제대로/MAG,0,0,0,1
나무/NNG,0,1,0,1
나무/NNG 무늬/NNG,0,1,0,0
나무/NNG 무늬/NNG 로/JKB,0,1,0,0
나무/NNG 와/JC,0,0,0,1
나무/NNG 와/JC 채소/NNG,0,0,0,1
나무라/VV,0,1,0,0
나비/NNG,0,1,2,1
나비/NNG 가/JKC,0,0,1,0
나비/NNG 가/JKC 되/VV,0,0,1,0
나비/NNG 와/JC,0,0,0,1
나비/NNG 와/JC 뭇/MM,0,0,0,1
나비/NNG 의/JKG,0,1,0,0
나비/NNG 의/JKG 길이/NNG,0,1,0,0
나비/NNG 이/VCP,0,0,1,0
나비/NNG 이/VCP ㄴ/ETM,0,0,1,0
나쁘/VA,0,3,0,0
나서/VV,0,0,0,6
나서/VV 기/ETN,0,0,0,1
나서/VV 기/ETN 로/JKB,0,0,0,1
나서/VV 지/EC,0,0,0,1
나서/VV 지/EC 않/VX,0,0,0,1
나아가/VV,0,0,0,2
나아가/VV 지/EC,0,0,0,1
나아가/VV 지/EC 않/VX,0,0,0,1
나약/XR,0,0,0,1
나약/XR 하/XSA,0,0,0,1
나약/XR 하/XSA ㄴ/ETM,0,0,0,1
나오/VV,0,2,0,12
나오/VV 기/ETN,0,0,0,1
나오/VV 기/ETN 힘들/VA,0,0,0,1
나오/VV 면/EC,0,0,0,2
나오/VV 면/EC 고개/NNG,0,0,0,1
나오/VV 면/EC 마음껏/MAG,0,0,0,1
나오/VV 아/EC,0,0,0,1
나오/VV 아/EC 우리말/NNG,0,0,0,1
나오/VV 아야/EC,0,0,0,1
나오/VV 아야/EC 하/VX,0,0,0,1
나요/EF,0,0,0,1
나이/NNG,0,0,0,5
나이/NNG 를/JKO,0,0,0,1
나이/NNG 를/JKO 되찾/VV,0,0,0,1
나이/NNG 먹/VV,0,0,0,1
나이/NNG 먹/VV 는다/EC,0,0,0,1
나이/NNG 서른/NR,0,0,0,2
나이/NNG 서른/NR 에/JKB,0,0,0,2
나이/NNG 의/JKG,0,0,0,1
나이/NNG 의/JKG 사람/NNG,0,0,0,1
나중/NNG,0,0,0,1
나중/NNG 에/JKB,0,0,0,1
나중/NNG 에/JKB 현악/NNG,0,0,0,1
나타나/VV,0,0,0,1
나타내/VV,0,1,0,1
낙천/NNG,1,0,0,0
낙천/NNG 적/XSN,1,0,0,0
낙후/NNG,0,1,0,0
난리/NNG,0,0,0,1
난리/NNG 이/VCP,0,0,0,1
난리/NNG 이/VCP 다/EF,0,0,0,1
난투극/NNG,0,1,0,0
난해/XR,0,3,0,0
난해/XR 하/XSA,0,3,0,0
날/NNG,0,1,0,1
날/NNG 의/JKG,0,0,0,1
날/NNG 의/JKG 높/VA,0,0,0,1
날/NNG 이/JKS,0,1,0,0
날/NNG 이/JKS 없/VA,0,1,0,0
날씬/XR,0,0,0,1
날씬/XR 하/XSA,0,0,0,1
날카롭/VA,0,0,0,1
남/NNG,0,3,0,1
남/NNG 과/JKB,0,0,0,1
남/NNG 과/JKB 달리/MAG,0,0,0,1
남/NNG 에게/JKB,0,2,0,0
남/NNG 에게/JKB ㄴ/JX,0,1,0,0
남/NNG 에게/JKB 의심/NNG,0,1,0,0
남/NNG 이/JKS,0,1,0,0
남/NNG 이/JKS 흉내/NNG,0,1,0,0
남/VV,0,3,0,1
남/VV 게/EC,0,1,0,0
남/VV 게/EC 되/VV,0,1,0,0
남/VV 아/EC,0,0,0,1
남/VV 아/EC 있/VX,0,0,0,1
남/VV 았/EP,0,1,0,0
남녀/NNG,0,0,0,1
남녀/NNG 평등/NNG,0,0,0,1
남미/NNP,0,0,0,1
남미/NNP 풍/XSN,0,0,0,1
남미/NNP 풍/XSN 의/JKG,0,0,0,1
남발/NNG,0,1,0,0
남발/NNG 하/XSV,0,1,0,0
남방/NNG,0,0,0,1
남방/NNG 교류설/NNG,0,0,0,1
남산/NNP,0,0,0,1
남산/NNP 으로/JKB,0,0,0,1
남산/NNP 으로/JKB 피서/NNG,0,0,0,1
남성/NNG,0,0,0,2
남성/NNG 의/JKG,0,0,0,1
남자/NNG,0,1,0,2
남자/NNG 도/JX,0,0,0,2
남자/NNG 도/JX 거세/NNG,0,0,0,1
남자/NNG 도/JX 결혼/NNG,0,0,0,1
남자/NNG 사원/NNG,0,1,0,0
남자/NNG 사원/NNG 에/JKB,0,1,0,0
남쪽/NNG,0,0,0,1
남쪽/NNG 으로/JKB,0,0,0,1
남쪽/NNG 으로/JKB 가/VV,0,0,0,1
남편/NNG,0,0,0,4
남편/NNG 수입/NNG,0,0,0,1
남편/NNG 수입/NNG 관계/NNG,0,0,0,1
남편/NNG 은/JX,0,0,0,1
남편/NNG 은/JX 떠나/VV,0,0,0,1
남편/NNG 이/VCP,0,0,0,1
남편/NNG 이/VCP ㄴ/ETM,0,0,0,1
남편/NNG 하고*/JC,0,0,0,1
남한/NNP,0,0,0,1
남한/NNP 은/JX,0,0,0,1
남한/NNP 은/JX 북한/NNP,0,0,0,1
납득/NNG,0,1,0,0
납득/NNG 하/XSV,0,1,0,0
납득/NNG 하/XSV 기/ETN,0,1,0,0
낫/VA,0,0,0,1
낫/VA 은/ETM,0,0,0,1
낫/VA 은/ETM 편/NNB,0,0,0,1
낭랑/XR,0,0,0,1
낭랑/XR 하/XSA,0,0,0,1
낮/VA,0,2,0,0
낮추/VV,0,0,0,2
낮추/VV 는/ETM,0,0,0,1
낮추/VV 는/ETM 크/VA,0,0,0,1
낯익/VA,0,0,0,1
낳/VV,0,1,0,1
낳/VV 았/EP,0,0,0,1
낳/VV 았/EP 지/EC,0,0,0,1
내*/NP,0,0,0,1
내*/NP 게*/JKB,0,0,0,1
내*/NP 게*/JKB 미치/VV,0,0,0,1
내/NP,0,0,2,4
내/NP 가/JKS,0,0,2,4
내/NP 가/JKS 그/MM,0,0,0,1
내/NP 가/JKS 꿈/NNG,0,0,1,0
내/NP 가/JKS 보/VV,0,0,0,1
내/NP 가/JKS 속하/VV,0,0,0,1
내/NP 가/JKS 장주/NNG,0,0,1,0
내/NP 가/JKS 죽/VV,0,0,0,1
내/VV,0,3,0,5
내/VV 기/ETN,0,1,0,1
내/VV 기/ETN 쉽/VA,0,1,0,0
내/VV 기/ETN 어렵/VA,0,0,0,1
내/VV 는/ETM,0,0,0,1
내/VV 는/ETM 호박고지/NNG,0,0,0,1
내/VX,0,2,1,3
내/VX 는/ETM,0,1,0,1
내/VX 는/ETM 방법/NNG,0,1,0,0
내/VX 는/ETM 한/MM,0,0,0,1
내걸/VV,0,0,0,2
내내/MAG,0,1,0,0
내내/MAG 제자리/NNG,0,1,0,0
내내/MAG 제자리/NNG 를/JKO,0,1,0,0
내년/NNG,0,0,0,1
내년/NNG 한국/NNP,0,0,0,1
내년/NNG 한국/NNP 진출/NNG,0,0,0,1
내놓/VV,0,0,0,4
내놓/VV 는/ETM,0,0,0,2
내놓/VV 는/ETM 분/NNB,0,0,0,2
내놓/VV 으라고/EC,0,0,0,1
내놓/VV 으라고/EC 등산인/NNG,0,0,0,1
내다보이/VV,0,0,0,1
내려오/VV,0,0,0,1
내려오/VV ㄴ/ETM,0,0,0,1
내려오/VV ㄴ/ETM 천사/NNG,0,0,0,1
내리/MAG,0,0,0,1
내리/VV,1,0,1,1
내맘/NNG,0,0,0,1
내맘/NNG 이/JKS,0,0,0,1
내맘/NNG 이/JKS 쏴아아/MAG,0,0,0,1
내면/NNG,0,0,0,1
내면/NNG 의식/NNG,0,0,0,1
내밀/VV,0,0,0,1
내밀/VV 어/EC,0,0,0,1
내밀/VV 어/EC 입술/NNG,0,0,0,1
내버리/VV,0,1,0,0
내부/NNG,0,1,0,0
내부/NNG 를/JKO,0,1,0,0
내부/NNG 를/JKO 찢/VV,0,1,0,0
내성/NNG,0,0,0,1
내성/NNG 을/JKO,0,0,0,1
내성/NNG 을/JKO 키우/VV,0,0,0,1
내세우/VV,0,0,0,1
내실/NNG,0,0,0,1
내실/NNG 있/VV,0,0,0,1
내용/NNG,0,1,0,2
내용/NNG 들/XSN,0,0,0,1
내용/NNG 들/XSN 이/VCP,0,0,0,1
내용/NNG 이/JKS,0,1,0,1
내용/NNG 이/JKS 많/VA,0,1,0,0
내용/NNG 이/JKS 충실/NNG,0,0,0,1
내용물/NNG,0,0,0,1
내용물/NNG 이/JKS,0,0,0,1
내용물/NNG 이/JKS 쉽/VA,0,0,0,1
내일/NNG,0,1,0,0
내일/NNG 역사/NNG,0,1,0,0
내지/MAG,0,0,0,1
내치/VV,0,0,0,1
내치/VV ㄴ/ETM,0,0,0,1
내치/VV ㄴ/ETM 김/NNB,0,0,0,1
내포/NNG,0,1,0,0
내포/NNG 하/XSV,0,1,0,0
냄새/NNG,0,1,0,0
냉소/NNG,0,1,0,0
냉소/NNG 적/XSN,0,1,0,0
냉소/NNG 적/XSN 이/VCP,0,1,0,0
냉정/XR,0,0,0,1
냉정/XR 하/XSA,0,0,0,1
냉정/XR 하/XSA ㄴ/ETM,0,0,0,1
냐/EF,0,0,0,1
냐는/ETM,0,0,0,1
냐는/ETM 말/NNG,0,0,0,1
냐는/ETM 말/NNG 이/VCP,0,0,0,1
너무/MAG,0,4,0,3
너무/MAG 듣/VV,0,0,0,1
너무/MAG 듣/VV 었/EP,0,0,0,1
너무/MAG 많/VA,0,0,0,1
너무/MAG 많/VA 아/EC,0,0,0,1
너무/MAG 소극적/NNG,0,1,0,0
너무/MAG 소극적/NNG 이/VCP,0,1,0,0
너무/MAG 애닯/VA,0,1,0,0
너무/MAG 어렵/VA,0,1,0,0
너무/MAG 진실/NNG,0,0,0,1
너무/MAG 진실/NNG 하/XSV,0,0,0,1
너무/MAG 푼수/NNG,0,1,0,0
너무/MAG 푼수/NNG 기/XSN,0,1,0,0
너무나/MAG,0,3,0,1
너무나/MAG 당연/XR,0,0,0,1
너무나/MAG 당연/XR 하/XSA,0,0,0,1
너무나/MAG 도/JX,0,1,0,0
너무나/MAG 도/JX 엉터리/NNG,0,1,0,0
너무나/MAG 말/NNG,0,1,0,0
너무나/MAG 말/NNG 이/JKS,0,1,0,0
너무나/MAG 분명/NNG,0,1,0,0
너무나/MAG 분명/NNG 하/XSA,0,1,0,0
너희/NP,0,0,0,2
너희/NP 들/XSN,0,0,0,2
너희/NP 들/XSN 의/JKG,0,0,0,1
너희/NP 들/XSN 이/JKS,0,0,0,1
널리/MAG,0,0,0,3
널리/MAG 알리/VV,0,0,0,3
널리/MAG 알리/VV 어/EC,0,0,0,2
넓/VA,0,0,0,2
넓/VA 어/EC,0,0,0,1
넓/VA 어/EC 지/VX,0,0,0,1
넓/VA 은/ETM,0,0,0,1
넓/VA 은/ETM 공감대/NNG,0,0,0,1
넘/VV,0,2,0,1
넘/VV 습니다/EF,0,0,0,1
넘기/VV,0,0,0,1
넘기/VV 고/EC,0,0,0,1
넘기/VV 고/EC 나/VX,0,0,0,1
넘어서/VV,0,0,0,5
넘어서/VV 었/EP,0,0,0,2
넘어서/VV 었/EP 고/EC,0,0,0,1
넘어서/VV 었/EP 습니다/EF,0,0,0,1
넘치/VV,0,0,0,1
넣/VV,0,0,0,1
넣/VV 어/EC,0,0,0,1
넣/VV 어/EC 놓/VX,0,0,0,1
네/EC,0,0,0,2
네/EF,0,0,0,2
네/NP,0,0,0,1
네/NP 가/JKS,0,0,0,1
네/NP 가/JKS 태익/NNP,0,0,0,1
네요/EF,0,0,0,1
년/NNB,0,2,0,9
년/NNB 년/NNB,0,0,0,1
년/NNB 년/NNB 하/XSA,0,0,0,1
년/NNB 사용/NNG,0,0,0,1
년/NNB 사용/NNG 하/XSV,0,0,0,1
년/NNB 어느/MM,0,0,0,1
년/NNB 어느/MM 한/MM,0,0,0,1
년/NNB 에/JKB,0,0,0,1
년/NNB 에/JKB 한/MM,0,0,0,1
년/NNB 을/JKO,0,0,0,1
년/NNB 을/JKO 나름/NNB,0,0,0,1
년/NNB 이/JKS,0,0,0,1
년/NNB 이/JKS 흐르/VV,0,0,0,1
년/NNB 이상/NNG,0,1,0,0
년/NNB 이상/NNG 뒤떨어지/VV,0,1,0,0
년/NNB 정도/NNG,0,1,0,0
년/NNB 정도/NNG 늦/VA,0,1,0,0
년/NNB 째/XSN,0,0,0,1
년/NNB 째/XSN 흥행/NNG,0,0,0,1
년/NNB 하/XSA,0,0,0,1
년/NNB 하/XSA 도록/EC,0,0,0,1
년대/NNB,0,0,0,1
년대/NNB 적/XSN,0,0,0,1
년대/NNB 적/XSN 경직/NNG,0,0,0,1
노골/NNG,0,1,0,0
노골/NNG 적/XSN,0,1,0,0
노동/NNG,0,1,0,0
노동/NNG 에/JKB,0,1,0,0
노동/NNG 에/JKB 시달리/VV,0,1,0,0
노동자/NNG,0,0,0,2
노동자/NNG 가/JKS,0,0,0,1
노동자/NNG 가/JKS 줄/VV,0,0,0,1
노동자/NNG 이/VCP,0,0,0,1
노동자/NNG 이/VCP ㄴ/ETM,0,0,0,1
노래/NNG,0,0,0,4
노래/NNG 를/JKO,0,0,0,1
노래/NNG 를/JKO 부르/VV,0,0,0,1
노래/NNG 연습/NNG,0,0,0,1
노래/NNG 연습/NNG 하/XSV,0,0,0,1
노래/NNG 하/XSV,0,0,0,1
노려보/VV,0,0,0,1
노려보/VV 고/EC,0,0,0,1
노려보/VV 고/EC 있/VX,0,0,0,1
노력/NNG,0,0,0,5
노력/NNG 을/JKO,0,0,0,2
노력/NNG 을/JKO 하/VV,0,0,0,2
노력/NNG 이/JKS,0,0,0,1
노력/NNG 이/JKS 있/VV,0,0,0,1
노면/NNG,0,1,0,0
노면/NNG 에/JKB,0,1,0,0
노면/NNG 에/JKB 정지선/NNG,0,1,0,0
노안/NNG,0,0,0,1
노예/NNG,0,1,0,0
노예/NNG 가/JKC,0,1,0,0
노예/NNG 가/JKC 되/VV,0,1,0,0
노을/NNG,0,0,0,1
녹/VV,0,0,0,1
녹/VV 아/EC,0,0,0,1
녹/VV 아/EC 있/VX,0,0,0,1
녹슬/VV,0,1,0,0
녹아내리/VV,0,0,0,1
녹음/NNG,0,0,0,1
녹음/NNG 하/XSV,0,0,0,1
논란/NNG,0,5,0,0
논란/NNG 을/JKO,0,1,0,0
논란/NNG 을/JKO 일으키/VV,0,1,0,0
논란/NNG 이/JKS,0,1,0,0
논란/NNG 이/JKS 있/VV,0,1,0,0
논란/NNG 한창/MAG,0,1,0,0
논리/NNG,0,1,0,0
논리/NNG 가/JKS,0,1,0,0
논리/NNG 가/JKS 맞/VV,0,1,0,0
논의/NNG,0,0,0,1
논의/NNG 활발/XR,0,0,0,1
논쟁점/NNG,0,0,0,1
논쟁점/NNG 을/JKO,0,0,0,1
논쟁점/NNG 을/JKO 넘어서/VV,0,0,0,1
논점/NNG,0,0,1,0
논점/NNG 이/JKC,0,0,1,0
논점/NNG 이/JKC 되/VV,0,0,1,0
논하/VV,0,0,1,0
놀라/VV,0,0,0,1
놀랍/VA,0,1,0,2
놀랍/VA 게/EC,0,0,0,1
놀랍/VA 게/EC 도/JX,0,0,0,1
놀랍/VA ㄴ/ETM,0,1,0,1
놀랍/VA ㄴ/ETM 일/NNG,0,1,0,0
놀랍/VA ㄴ/ETM 통찰력/NNG,0,0,0,1
놈/NNB,0,0,0,1
놈/NNB 들/XSN,0,0,0,1
놈/NNB 들/XSN 을/JKO,0,0,0,1
농법/NNG,0,0,0,1
농법/NNG 을/JKO,0,0,0,1
농법/NNG 을/JKO 개선/NNG,0,0,0,1
농사/NNG,0,0,0,1
농사/NNG 에/JKB,0,0,0,1
농사/NNG 에/JKB 적격/NNG,0,0,0,1
농업/NNG,0,1,0,0
농업/NNG 의/JKG,0,1,0,0
농업/NNG 의/JKG 지배/NNG,0,1,0,0
농촌/NNG,0,1,0,0
높/VA,0,8,0,17
높/VA 게/EC,0,0,0,1
높/VA 게/EC 경고/NNG,0,0,0,1
높/VA 아/EC,0,0,0,1
높/VA 아/EC 지/VX,0,0,0,1
높/VA 은/ETM,0,3,0,6
높/VA 은/ETM 것/NNB,0,1,0,0
높/VA 은/ETM 경지/NNG,0,0,0,1
높/VA 은/ETM 꿈/NNG,0,0,0,1
높/VA 은/ETM 벽/NNG,0,1,0,1
높/VA 은/ETM 사람/NNG,0,1,0,0
높/VA 은/ETM 인기/NNG,0,0,0,1
높/VA 은/ETM 호감/NNG,0,0,0,1
높/VA 지/EC,0,1,0,0
높/VA 지/EC 않/VX,0,1,0,0
높/VA 지요/EF,0,0,0,1
높이/MAG,0,0,0,2
높이/MAG 들/VV,0,0,0,1
높이/MAG 평가/NNG,0,0,0,1
높이/MAG 평가/NNG 하/XSV,0,0,0,1
높이/VV,0,0,0,7
높이/VV 기/ETN,0,0,0,1
높이/VV 기/ETN 를/JKO,0,0,0,1
놓/VV,0,2,0,0
놓/VV 고/EC,0,1,0,0
놓/VV 고/EC 공연/NNG,0,1,0,0
놓/VX,0,0,0,6
놓/VX 고/EC,0,0,0,2
놓/VX 고/EC 있/VX,0,0,0,1
놓/VX 고/EC 휴식/NNG,0,0,0,1
놓/VX 아야/EC,0,0,0,1
놓/VX 아야/EC 겠/EP,0,0,0,1
놓/VX 았/EP,0,0,0,1
놓/VX 았/EP 네/EF,0,0,0,1
놓/VX 을/ETM,0,0,0,2
놓/VX 을/ETM 수/NNB,0,0,0,2
놓치/VV,0,1,0,0
뇌/NNG,0,0,0,2
뇌/NNG 신경/NNG,0,0,0,1
뇌/NNG 신경/NNG 계통/NNG,0,0,0,1
뇌/NNG 출혈/NNG,0,0,0,1
뇌/NNG 출혈/NNG 의/JKG,0,0,0,1
누구/NP,0,0,0,1
누구/NP 도/JX,0,0,0,1
누구/NP 도/JX 사랑/NNG,0,0,0,1
누리/VV,0,0,0,1
누설/NNG,0,1,0,0
누설/NNG 하/XSV,0,1,0,0
누아르/NNG,0,0,0,1
누아르/NNG 의/JKG,0,0,0,1
누아르/NNG 의/JKG 정서/NNG,0,0,0,1
눈/NNG,2,3,0,9
눈/NNG 에/JKB,1,0,0,7
눈/NNG 에/JKB 들어오/VV,0,0,0,1
눈/NNG 에/JKB 띄/VV,1,0,0,4
눈/NNG 에/JKB 엿보/VV,0,0,0,1
눈/NNG 에/JKB 잡히/VV,0,0,0,1
눈/NNG 오/VV,0,0,0,1
눈/NNG 오/VV ㄴ/ETM,0,0,0,1
눈/NNG 으로/JKB,1,0,0,0
눈/NNG 으로/JKB 밤/NNG,1,0,0,0
눈/NNG 을/JKO,0,1,0,0
눈/NNG 을/JKO 돌리/VV,0,1,0,0
눈/NNG 이/JKS,0,1,0,1
눈/NNG 이/JKS 동/NNG,0,1,0,0
눈/NNG 이/JKS 우리/NP,0,0,0,1
눈길/NNG,0,0,0,5
눈길/NNG 가*/VV,0,0,0,1
눈길/NNG 을/JKO,0,0,0,4
눈길/NNG 을/JKO 끌/VV,0,0,0,3
눈길/NNG 을/JKO 모으/VV,0,0,0,1
눈물/NNG,0,2,0,1
눈물/NNG 이/JKS,0,1,0,1
눈물/NNG 이/JKS 고이/VV,0,1,0,0
눈물/NNG 이/JKS 흐르/VV,0,0,0,1
눈부시/VA,0,0,0,1
눈부시/VA 게/EC,0,0,0,1
눈부시/VA 게/EC 아름답/VA,0,0,0,1
눈여겨보/VV,0,0,0,1
눈치/NNG,0,2,0,0
눈치/NNG 들/XSN,0,1,0,0
눈치/NNG 만/JX,0,1,0,0
눈치/NNG 만/JX 보/VV,0,1,0,0
뉴스/NNG,0,0,0,1
뉴스/NNG 를/JKO,0,0,0,1
뉴스/NNG 를/JKO 나/NP,0,0,0,1
느끼/VV,0,3,0,9
느끼/VV ㄴ/ETM,0,0,0,1
느끼/VV ㄴ/ETM 그대로/MAG,0,0,0,1
느끼/VV ㄹ/ETM,0,0,0,1
느끼/VV ㄹ/ETM 수/NNB,0,0,0,1
느끼/VV 어/EC,0,2,0,3
느끼/VV 어/EC 지/VX,0,2,0,3
느끼/VV 지/EC,0,1,0,0
느끼/VV 지/EC 못하/VX,0,1,0,0
느낌/NNG,0,0,0,5
느낌/NNG 그대로/MAG,0,0,0,1
느낌/NNG 에/JKB,0,0,0,2
느낌/NNG 에/JKB 궁중/NNG,0,0,0,1
